,TOI Number,TIC_Rstar,TIC_Mstar,Rplanet_old,Rplanet_old_e,Mplanet_old,semi_amp_old,ARIADNE_Rstar,ARIADNE_Mstar,ARIADNE_lum,Rplanet_new,Rplanet_new_e,Mplanet_new,semi_amp_new,teff_e_old,teff_e_new,rstar_e_old,rstar_e_new
87,2194.01,0.69,0.74,1.957,0.665478,4.496,1.41,0.6915073402041441,0.7285009742219222,0.20028617188729098,1.9612751663471162,0.0005879975588256263,4.505216536152548,1.4322068261446856,121.9,29.165,0.049,0.012
88,2494.01,0.9,0.93,9.541,0.59366,66.448,21.92,0.8778436618844351,0.9389181082035039,0.6126188746199575,9.30611819782155,0.0011905380892626425,63.3598588021752,20.804042493349076,129.1,34.59,0.048,0.0125
89,2494.02,0.9,0.93,2.237,0.214017,5.644,2.82,0.8778436618844351,0.9389181082035039,0.6126188746199575,2.1819291907060903,0.00030905927169112975,5.3991710194962605,2.6861524147813456,129.1,34.59,0.048,0.0125
90,1062.01,0.89,0.89,2.084,1.737583,5.004,2.16,0.867666268823928,0.9363487544603368,0.5321185998312667,2.0317039373360295,0.0007357908685271279,4.783315971565267,1.994348209734061,124.6,30.849999999999998,0.051,0.0095
91,4186.01,0.88,0.94,2.301,1.509086,5.923,1.69,0.8861354016033467,0.9500573615255261,0.6031253715554424,2.3170426807832962,0.0011710269212209879,5.978995693714503,1.6929762508139967,126.281,27.240000000000002,0.0476382,0.0125
92,2322.01,0.7,0.7,1.611,0.149524,3.231,0.96,0.6846778492401014,0.7278885097474108,0.1728366236695409,1.5757371644654334,0.00022559867834666422,3.1069365972793275,0.9011767568811374,125.1,30.685,0.057,0.010499999999999999
93,175.02,0.31,0.29,1.2,1.006423,1.865,1.38,0.326444637002745,0.30546149039144455,0.01136019599184683,1.2636566593654646,0.0006309394714961952,2.1359495240982813,1.5420775155880264,157.0,26.95,0.009,0.006
94,175.01,0.31,0.29,1.479,0.130027,2.794,2.62,0.326444637002745,0.30546149039144455,0.01136019599184683,1.5574568326679352,0.0004253594639956194,3.045989376406881,2.779046920156287,157.0,26.95,0.009,0.006
95,175.03,0.31,0.29,1.062,0.1595,1.205,1.33,0.326444637002745,0.30546149039144455,0.01136019599184683,1.1183361435384362,0.0004948829834984365,1.4510856607428415,1.5606151747336696,157.0,26.95,0.009,0.006
96,199.01,0.88,0.88,10.111,0.608632,73.329,10.82,0.8654968414643857,0.9324741378298468,0.4864129545562616,9.944362004598187,0.001042880850261017,70.91283220950785,10.073365086641777,126.9,27.285,0.051,0.0095
97,208.01,0.98,0.98,3.018,0.208295,9.388,2.16,0.9697179286349645,1.046672106248073,0.7937838882412852,2.986335416959513,0.0008233161482980709,9.198833152581788,2.0223219422726526,131.4,37.17,0.051,0.013000000000000001
98,314.01,0.78,0.78,2.647,0.238474,7.516,2.62,0.7549182433590335,0.7889649348959163,0.28054003841550007,2.561882807912002,0.0005017337531726641,7.090793492760249,2.4502428252438118,121.8,25.14,0.051,0.014499999999999999
99,2443.01,0.73,0.66,2.687,0.547048,7.707,2.6,0.6774122928560574,0.700729554546362,0.14118986974791745,2.493434014937296,0.0005662838807367731,6.772148163229271,2.193614839315566,131.3,26.835,0.071,0.010499999999999999
100,2634.01,0.96,0.95,5.842,0.320057,28.864,0.89,1.0699782349286697,0.8236417640204515,0.7019611256815614,6.51126338380551,0.004210956977457486,34.55261508174273,-1,99999.9,27.92,99.999,0.072
101,1861.01,1.06,1.01,10.96,0.589148,84.105,2.48,1.052995846101633,1.0247494811746753,0.965375329949109,10.88757969176783,0.0012786190568823464,82.70666080879671,-1,135.4,39.015,0.055,0.013500000000000002
102,1074.01,0.74,0.85,2.85,0.606208,8.52,2.52,0.7516864529638762,0.7827655081181203,0.31725769926297104,2.8950086364149286,0.0012299584648724226,8.726331095623971,2.7296678857743464,134.7,37.629999999999995,0.048,0.0135
103,724.01,0.88,0.92,2.024,1.6004862,4.76,2.18,0.8569045871292309,0.9154393374317081,0.5621490957156274,1.970880550397231,0.0008410185389286001,4.542741274426539,2.088165933962812,125.0,37.05,0.049,0.013
104,2507.01,0.92,1.05,2.766,0.23514795,8.098,1.94,0.9258844940632431,0.9926424357427446,0.8608185684158226,2.7836918593249242,0.0011213614028349448,8.164328568946356,2.0283902439703887,129.1,37.405,0.043,0.010499999999999999
105,1207.01,1.11,1.1,1.196,0.319915,1.843,0.8,1.1281656523204848,1.1395920977520233,1.3404337781788689,1.2155730812390089,0.0005701132350781092,1.9564708601884948,0.8309544513395478,127.2,49.01,0.05,0.020499999999999997
