TIC ID,TOI,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity, Stellar Metallicity err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments
18067025,3888.01,PC,PC,13.0874,0.006,19:02.4,36:34.7,5.330063,0.000984,2.015,0.203,12.217875,0.014733,11190,13.5694,8.64728,,47.2014,730,20,318.317,2.2475,4773,122,4.52,,0.8,,,,22,6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
950525831,3889.01,PC,PC,12.4244,0.007,01:02.1,50:46.3,2.522791,0.000007,2.172,0.109,23.254006,0.00322,21190,2.96553,12.4234,0.716059,343.528,1199,52,301.63,2.2145,5294,119.8,4.56,0.08,0.83,0.05,,,"15,21,22",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
18017227,3890.01,PC,PC,11.9245,0.006,26:50.7,42:18.8,0.620405,0.000141,1.035,0.234,1.314536,0.006228,1210,5.73629,6.62267,0.652539,3600.54,2158,12,695.137,35.9215,6294,122.5,4.03,0.1,1.78,0.12,,,22,6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
459215281,3891.01,PC,PC,12.387,0.007,08:34.9,03:04.8,2.768862,0.00011,2.019,0.394,1.379761,0.006341,1270,5.84037,3.36219,0.305186,322.041,1180,9,331.96,2.2645,5269.6,111,4.44,0.08,0.94,0.05,0.19,0.036,"15,16,22",6/23/21,6/23/21,6/25/21 12:05,low SNR; found in faint-star QLP search
3896759,3892.01,PC,PC,11.9956,0.007,25:43.8,07:07.8,4.58108,0.000402,3.596,0.135,13.547297,0.002886,12400,2.6578,12.927,0.81524,347.034,1202,60,366.405,6.126,5528.7,134,4.31,0.09,1.14,0.07,0.168,0.021,22,6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
458424950,3893.01,PC,PC,12.852,0.006,50:19.5,54:57.9,4.523995,0.002028,2.037,0.347,4.25355,0.015518,3910,14.2921,4.64115,0.485537,58.6989,771,10,222.228,1.6215,4485,127.1,4.57,0.1,0.72,0.06,,,22,6/23/21,6/23/21,6/25/21 12:05,low SNR; found in faint-star QLP search
165464482,3894.01,PC,PC,11.323,0.007,25:30.0,46:05.2,4.334453,0.000028,3.547,0.298,10.868146,0.00209,9960,1.92525,15.0548,0.744061,1039.59,1581,98,417.365,3.983,6314.8,303,4.21,0.09,1.43,0.07,,,"15,16,22",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
3808740,3895.01,PC,PC,12.7533,0.007,18:45.6,37:01.9,6.672389,0.002045,3.339,0.314,8.480058,0.013209,7780,12.1655,9.81596,0.815081,163.083,995,15,525.225,7.0235,5614.5,174.7,4.35,0.09,1.11,0.08,0.305,0.171,22,6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
445837596,3896.01,PC,PC,11.6832,0.006,31:43.3,54:30.8,4.377314,0.000095,2.321,0.23,1.640701,0.002173,1510,2.00095,2.85773,0.201715,140.297,958,13,181.653,0.713,5127,120.1,4.63,0.09,0.75,0.04,,,"15,21,22",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
154181821,3897.01,PC,PC,11.9937,0.006,15:13.6,45:39.3,7.660587,0.000247,4.279,0.355,2.02135,0.002092,1860,1.9267,5.12962,,273.018,,18,405.176,,5911.7,690.4,,,1.19,,,,"14,15,16,21,22",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
450337675,3898.01,PC,PC,13.4312,0.006,19:16.0,54:51.2,8.685631,0.002788,3.998,0.272,12.690128,0.011475,11620,10.5684,11.6896,,139.314,957,16,733.953,14.705,5693.8,151.5,4.35,,1.12,,0.166,0.144,23,6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
441697509,3899.01,PC,PC,11.0866,0.006,15:36.5,49:17.3,5.207767,0.000181,2.369,0.324,0.923268,0.001919,850,1.76769,2.66176,0.209219,144.63,966,12,194.548,1.0355,5522.5,144.8,4.5,0.08,0.92,0.06,-0.0212663,0.0157205,"15,16,22,23",6/23/21,6/23/21,7/21/21 0:00,found in faint-star QLP search
366755319,3900.01,PC,PC,11.9689,0.006,34:06.7,11:16.2,14.780266,0.003035,3.497,0.373,7.45195,0.009487,6840,8.73781,9.06559,,38.1314,,18,364.747,,5659,,,,1.09,,,,23,6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
357373216,3901.01,PC,PC,13.3215,0.007,33:20.8,23:09.5,9.546852,0.00011,2.339,0.423,20.882821,0.031543,19050,29.0514,13.453,,67.0066,797,30,593.676,5.9975,5834,122,4.54,,0.91,,,,"16,22,23",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
310094771,3902.01,PC,PC,13.3819,0.006,27:01.7,29:44.7,2.940899,0.0006,1.23,0.205,9.717265,0.033395,8910,30.7576,9.97533,,106.524,895,11,580.009,7.6415,5464.2,26.9,4.44,,0.97,,0.144816,0.0255287,23,6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
288434231,3903.01,PC,PC,13.403,0.007,31:37.6,37:21.0,14.849295,0.000643,3.693,1.102,8.392522,0.033754,7700,31.0885,8.99862,,46.8485,728,12,545.646,5.498,5296.6,30.6,4.43,,0.96,,0.214005,0.0293333,"16,22,23",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
233462817,3904.01,PC,APC,11.3815,0.007,06:48.1,59:31.2,10.161313,0.0001,1.419,0.39,3.392792,0.204071,3120,187.939,8.94619,1.91273,76.0821,822,21,379.347,3.4,6297,120.2,4.34,0.08,1.24,0.05,,,"15,16,22,23",6/23/21,6/23/21,8/4/21 12:01,V-shaped; found in faint-star QLP search
180672438,3905.01,PC,PC,13.0187,0.007,21:56.3,16:06.5,5.359859,0.000518,3.491,0.243,13.140607,0.008803,12030,8.10823,11.5503,,325.473,1183,19,609.296,6.937,5933,122,4.43,,1.04,,,,"22,23",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
180607846,3906.01,PC,PC,12.773,0.007,12:58.7,52:01.2,0.645105,0.00006,0.588,0.214,3.403684,0.391198,3130,360.242,6.76028,1.87039,1008.24,1569,12,387.358,2.336,5436.3,106.2,4.52,0.08,0.88,0.04,-0.262615,0.0228271,"22,23",6/23/21,6/23/21,6/25/21 12:05,V-shaped; found in faint-star QLP search
165723070,3907.01,PC,PC,12.8532,0.007,25:00.0,48:54.4,1.72135,0.000007,2.127,0.165,12.668158,0.007715,11600,7.1053,10.4661,0.72465,646.911,1405,77,381.744,2.581,5072,129.8,4.42,0.09,0.95,0.06,,,"15,16,22,23",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
165412561,3908.01,PC,PC,11.4582,0.007,47:07.9,44:09.7,1.468066,0.000019,1.049,0.451,2.053983,0.134599,1890,123.963,5.94758,1.38881,1141.63,1619,17,267.999,5.1785,5433,122.3,4.33,0.08,1.1,0.06,,,"16,23",6/23/21,6/23/21,6/25/21 12:05,V-shaped; found in faint-star QLP search
161003569,3909.01,PC,PC,12.3758,0.007,48:39.2,50:05.4,3.51153,0.000024,3.676,0.389,10.418609,0.007142,9550,6.57831,13.4346,0.861715,782.817,1473,73,511.363,5.098,5490.8,134.8,4.16,0.08,1.35,0.08,0.434316,0.0144855,"15,22,23",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search; CTOI from Olmschenk et al. (2021)
158617175,3910.01,PC,PC,12.0581,0.007,54:26.3,06:07.2,5.715848,0.000012,2.574,0.148,23.719987,0.002146,21610,1.97697,12.4823,0.750338,114.684,911,167,245.248,1.3605,5224,126.5,4.56,0.09,0.82,0.05,,,"15,16,22,23",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
158497525,3911.01,PC,PC,11.6301,0.006,40:09.1,08:14.2,9.351437,0.000436,3.832,0.554,1.901703,0.814999,1750,750.36,7.39693,2.63474,665.308,1414,13,219.72,1.0925,5298.6,116.8,4.52,0.08,0.86,0.05,0.158385,0.0216333,"16,22,23",6/23/21,6/23/21,6/25/21 12:05,V-shaped; found in faint-star QLP search
156648452,3912.01,PC,PC,11.8747,0.007,23:12.4,04:35.6,3.493425,0.000283,3.522,0.426,10.868146,0.01028,9960,9.46794,14.5733,0.824078,909.901,1530,62,465.992,6.497,5779.5,111.8,4.15,0.07,1.42,0.07,0.167,0.026,23,6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
155898758,3913.01,PC,PC,12.5764,0.006,35:29.8,05:02.1,4.038425,0.000035,1.268,0.193,9.235353,0.011313,8470,10.4192,7.96013,0.795292,21.1281,597,24,186.628,0.494,4180.4,124,4.42,0.11,0.83,0.08,0.137,0.11,"16,23",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
139118482,3914.01,PC,PC,11.3366,0.007,54:22.9,12:51.7,6.713651,0.000476,3.541,0.103,12.547332,0.001841,11490,1.69591,12.5036,0.710705,244.013,1101,72,332.565,4.8205,6179.1,146.5,4.39,0.09,1.15,0.06,-0.076,0.019,23,6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
81247877,3915.01,PC,PC,12.3655,0.006,41:57.3,18:00.2,2.201376,0.000094,2.238,0.104,28.19024,0.004682,25630,4.31253,13.4641,0.716908,419.325,1260,92,275.019,1.946,5177.8,106.9,4.56,0.08,0.81,0.04,0.134422,0.0128951,23,6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
68074302,3916.01,PC,PC,12.9339,0.007,42:54.4,22:06.5,3.401544,0.000045,1.994,0.366,8.294052,0.011824,7610,10.8903,9.59153,0.598392,366.208,1218,23,610.654,6.593,6005,128.9,4.43,0.08,1.06,0.05,,,"16,23",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
23815847,3918.01,PC,PC,13.4565,0.007,00:49.4,18:00.2,3.065362,0.000082,2.216,0.312,7.24426,0.014398,6650,13.2607,10.8494,,270.269,1129,8,769.96,10.8015,5236,122,4.12,,1.35,,,,"16,23",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
23769326,3919.01,PC,PC,12.3342,0.007,55:46.7,23:30.5,7.433143,0.000101,3.068,0.305,6.162724,0.004359,5660,4.01518,10.0698,0.562365,181.231,1022,25,604.591,8.895001,6227,123.1,4.28,0.09,1.32,0.06,,,"16,23",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
2016376984,3920.01,PC,PC,12.7509,0.031,26:45.8,26:03.0,2.317939,0.000016,1.676,0.411,14.361134,0.2104,13140,193.767,15.7376,2.07011,719.636,1442,41,490.701,3.8525,5770,231,4.25,0.09,1.25,0.06,,,"16,17,24",6/23/21,6/23/21,6/25/21 12:05,V-shaped; found in faint-star QLP search
1101855081,3922.01,PC,PC,12.251,0.008,15:20.0,16:01.9,3.895976,0.000089,1.81,0.11,24.7303,0.015271,22520,14.0652,11.9822,0.795274,95.1411,870,81,262.531,1.5885,5247,129.7,4.59,0.09,0.8,0.05,,,"23,24",6/23/21,6/23/21,6/25/21 12:05,V-shaped; found in faint-star QLP search
467265105,3923.01,PC,PC,13.0743,0.006,20:35:24,08:27.3,4.137749,0.000042,1.792,0.35,11.263015,0.018022,10320,16.5985,,,92.3212,863,26,880.411,,4964.3,78.6,,,,,,,"15,17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
434171145,3926.01,PC,PC,12.089,0.011,50:31.3,09:34.5,2.787303,0.000047,3.575,0.19,5.562336,0.003002,5110,2.76537,10.5004,,1861.47,,28,495.95,,6466,,,,1.46,,,,"17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
434171113,3927.01,PC,PC,12.7594,0.028,50:38.8,46:12.4,4.492045,0.00003,3.268,0.295,20.418056,0.010987,18630,10.119,15.2333,0.918048,283.354,1143,62,426.94,2.5875,5353,202.7,4.34,0.09,1.08,0.06,,,"17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
427153307,3928.01,PC,PC,12.9774,0.02,25:32.8,48:45.0,2.203531,0.000029,2.5,0.198,7.703419,0.005845,7070,5.38336,13.0156,0.737368,1198.49,1639,11,710.588,9.4765,6141,182.4,4.14,0.09,1.52,0.07,,,"16,17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
422554579,3929.01,PC,PC,13.2363,0.048,05:54.0,11:18.5,3.460918,0.000031,3.806,0.158,18.815036,0.003834,17180,3.53107,20.1273,,741.671,1453,58,684.911,8.1175,5695,122,4.08,,1.52,,,,"17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
422514153,3930.01,PC,PC,12.6265,0.006,18:11.3,09:40.3,2.928386,0.00005,3.879,0.31,4.613309,0.003477,4240,3.20278,,,693.068,1429,22,749.11,,4885.4,54.2,,,,,,,"16,17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
421336001,3931.01,PC,PC,13.4428,0.007,47:20.1,38:26.6,7.664185,0.000276,4,0.488,9.60772,0.016845,8810,15.5151,9.57473,,190.735,1035,14,684.857,9.858,5694,122,4.41,,1.04,,,,"14,15,16,17,20,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
408094424,3932.01,PC,APC,11.3258,0.032,45:04.1,04:02.4,2.489258,0.00003,1.451,0.198,2.761278,0.003939,2540,3.62799,14.9377,0.928062,404.857,1249,20,672.679,9.228,6285,229.2,3.65,0.1,2.76,0.13,,,"16,17,18,24",6/23/21,6/23/21,7/31/21 12:01,found in faint-star QLP search
388393034,3933.01,PC,PC,13.2345,0.018,11:52.3,51:43.5,1.975525,0.000061,2.437,0.379,5.191353,0.01768,4770,16.2841,17.0211,,5521.17,2401,9,1898.68,67.975,8523,123,3.98,,2.46,,,,"17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
375981105,3934.01,PC,PC,12.7091,0.012,27:26.1,46:09.7,11.751023,0.000215,1.792,0.472,10.407647,0.03544,9540,32.6405,17.3989,1.31845,38.7705,695,18,710.669,8.987001,6571,144.7,4.12,0.09,1.68,0.08,,,"17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
372207084,3935.01,PC,PC,13.4234,0.006,03:01.2,37:24.2,1.225762,0.000019,1.936,0.591,5.224082,0.041318,4800,38.0548,,,4051.84,2222,20,1872.2,,6205.8,451.2,,,,,,,"16,17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
371676181,3936.01,PC,PC,12.5722,0.007,57:17.3,12:04.9,1.485888,0.00002,2.106,0.157,8.140894,2.77421,7470,2551.88,,,3765.95,2182,31,922.432,,5196.8,134.2,,,,,,,"17,24",6/23/21,6/23/21,6/25/21 12:05,V-shaped; found in faint-star QLP search
367425982,3937.01,PC,PC,12.9577,0.006,16:31.9,51:38.1,1.692366,0.000006,1.932,0.081,22.378059,0.007728,20400,7.11739,12.9055,0.764946,583.432,1369,95,367.428,2.0775,5287,138.7,4.5,0.08,0.89,0.05,,,"16,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
367333043,3938.01,PC,PC,13.2875,0.006,14:39.2,41:07.1,2.87781,0.0001,2.824,0.524,5.256811,0.013293,4830,12.2433,7.35828,,1005.2,1568,15,617.366,5.6955,6131,122,4.46,,1.05,,,,"17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
366115856,3939.01,PC,PC,13.2129,0.006,46:50.0,51:38.9,2.346666,0.000012,2.013,0.141,27.978545,0.010797,25440,9.94418,12.1639,,172.59,1009,69,262.301,1.224,4477,122,4.53,,0.75,,,,"17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
346081845,3940.01,PC,PC,13.4454,0.006,47:32.7,10:41.9,3.48937,0.000618,2.41,0.314,34.414675,0.038709,31200,35.6519,13.0421,,100.424,881,27,250.357,1.483,4315,122,4.57,,0.71,,,,24,6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
345697569,3941.01,PC,PC,12.9307,0.01,45:37.7,13:33.5,2.881761,0.000039,2.806,0.197,11.065563,0.006386,10140,5.88126,14.0049,0.754703,861.478,1509,15,707.03,9.3015,6137,133.7,4.23,0.08,1.38,0.06,,,"17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
345329200,3942.01,PC,PC,12.8967,0.016,42:54.2,27:08.7,3.108108,0.000063,1.273,0.31,6.479426,0.031567,5950,29.0737,13.1239,1.09321,215.776,1067,11,691.327,9.443,6413,155.6,4.17,0.09,1.55,0.07,,,"17,24",6/23/21,6/23/21,6/25/21 12:05,V-shaped; found in faint-star QLP search
343330330,3943.01,PC,PC,12.5714,0.022,39:04.4,27:32.6,5.561805,0.000322,5.444,1.211,2.130131,0.006444,1960,5.93525,10.2883,0.824419,855.853,1506,11,766.246,8.523,5607,191.5,3.72,0.09,2.27,0.12,,,"15,16,17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
338065029,3944.01,PC,PC,12.5871,0.006,31:08.5,38:34.8,2.315233,0.000043,1.951,0.314,5.355006,0.009499,4920,8.74891,,,260.454,1119,10,969.298,,4746.7,204.9,,,,,,,"16,17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
336824844,3945.01,PC,PC,12.5917,0.027,19:57.7,62:39:24,4.463951,0.000125,1.475,0.322,4.74416,0.020012,4360,18.4319,9.66352,0.856769,72.5539,813,11,515.394,4.704,5472,201.8,4.11,0.09,1.42,0.08,,,"16,17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
336399144,3946.01,PC,PC,12.475,0.019,16:03.3,03:27.2,5.703341,0.000038,3.039,0.208,16.111852,0.00708,14730,6.52083,15.2151,0.791465,217.888,1070,59,519.917,6.3385,5933,164.4,4.28,0.08,1.24,0.06,,,"16,17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
336092760,3947.01,PC,PC,12.933,0.014,14:54.2,51:31.5,6.771509,0.000286,6.329,0.665,3.697793,0.005331,3400,4.91002,15.6564,0.993177,876.37,1515,13,1125.06,20.66,6136,152.2,3.67,0.09,2.62,0.13,,,"16,17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
335489455,3948.01,PC,PC,12.5455,0.006,10:32.0,49:45.9,2.11766,0.000076,3.591,0.841,2.173647,0.308877,2000,284.446,5.16544,1.67143,12280.2,2932,14,359.83,1.891,5814,152.2,4.56,0.08,0.89,0.04,,,"16,17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
334493051,3949.01,PC,PC,13.4743,0.028,04:54.6,27:49.5,2.22978,0.000036,2.522,0.206,8.545715,0.005726,7840,5.27407,10.4912,,975.586,1556,25,682.99,9.5155,5846,123,4.32,,1.17,,,,"16,17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
334394274,3950.01,PC,PC,13.3364,0.016,04:18.9,37:40.6,3.448813,0.00004,3.069,0.159,16.067774,0.007832,14690,7.21383,15.731,,612.001,1385,29,701.783,11.479,5994,123,4.27,,1.27,,,,"16,17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
334385701,3951.01,PC,PC,13.3788,0.015,02:51.7,12:42.6,2.186168,0.000036,2.382,0.3,9.224403,0.010824,8460,9.96893,11.4849,,654.738,1409,20,558.58,7.182,5342,123,4.22,,1.24,,,,"16,17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
321861405,3952.01,PC,PC,11.9401,0.006,32:36.7,54:43.0,2.989774,0.000014,3.232,0.131,15.197603,0.002564,13900,2.36186,18.8367,0.84233,1480.41,1728,84,591.367,7.296,6786,332.8,4.21,0.1,1.57,0.07,,,"16,17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
320503729,3953.01,PC,PC,13.3171,0.007,38:00.7,38:36.5,2.987318,0.000028,1.67,0.138,8.272171,3.055181,7590,2809.97,,,852.312,1505,39,729.966,,5734.9,264.3,,,,,,,"14,15,16,17,18,19,20,21,22,23,24",6/23/21,6/23/21,6/25/21 12:05,V-shaped; found in faint-star QLP search
316453500,3954.01,PC,PC,13.3356,0.016,35:56.4,12:32.8,3.404333,0.000043,0.701,0.199,9.147755,0.108771,8390,100.177,11.3079,,32.2464,663,12,499.795,3.98,5833,123,4.46,,1,,,,"16,17,24",6/23/21,6/23/21,6/25/21 12:05,V-shaped; found in faint-star QLP search
314375831,3955.01,PC,PC,12.402,0.019,04:37.5,43:53.9,3.127759,0.00002,2.246,0.158,14.768282,0.005534,13510,5.09728,16.7256,0.859929,550.488,1349,56,591.045,9.4085,6457,173.2,4.25,0.09,1.41,0.07,,,"16,17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
309849817,3956.01,PC,PC,13.0795,0.006,16:52.8,23:52.3,2.66865,0.000034,1.392,0.263,7.867451,3.400003,7220,3126.62,13.3394,,455.061,1286,16,428.906,2.9675,5227,122,4.48,,0.9,,,,"16,23,24",6/23/21,6/23/21,6/25/21 12:05,V-shaped; found in faint-star QLP search
305550963,3957.01,PC,PC,13.2445,0.05,01:03.3,25:27.4,1.589205,0.000035,1.554,0.319,3.632428,0.012582,3340,11.5887,11.8493,,1099.1,1604,12,928.965,48.253,6227,122,3.91,,2,,,,"15,16,17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
279383896,3958.01,PC,PC,11.5687,0.006,18:44.6,15:01.8,12.031998,0.000228,4.738,0.445,5.616903,0.003798,5160,3.4983,10.0574,0.557019,179.085,1019,26,436.306,6.095,6362,193.3,4.25,0.09,1.4,0.07,,,"17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search; CTOI from Olmschenk et al. (2021)
275421144,3959.01,PC,PC,13.0367,0.025,18:54.5,19:45.3,3.842547,0.000093,2.004,0.314,5.933446,0.010868,5450,10.0094,12.349,,472.355,1298,14,868.492,11.478,7032,122,4.19,,1.66,,,,"16,17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
272785423,3960.01,PC,PC,13.2091,0.007,55:25.9,02:34.7,3.239965,0.000011,2.829,0.063,20.086202,0.002135,18330,1.96679,13.2489,,405.39,1250,116,541.735,5.269,5521,122,4.45,,0.97,,,,"14,15,16,17,18,20,21,23,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search; CTOI from Olmschenk et al. (2021)
272219353,3961.01,PC,PC,12.8669,0.069,42:58.7,17:24.4,3.543445,0.000037,2.004,0.254,20.119383,0.018973,18360,17.4749,,,170.027,1005,35,9842,2286.46,5354,153.8,,,,,,,"17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
271761420,3962.01,PC,PC,12.4615,0.035,40:19.5,08:12.3,3.350072,0.000071,1.65,0.219,4.918652,0.009539,4520,8.78554,17.8487,1.18789,249.092,1106,14,836.639,14.7315,6238,259.6,3.7,0.09,2.57,0.12,,,"17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
271439193,3963.01,PC,PC,12.2996,0.037,36:33.2,31:34.4,6.23338,0.000231,2.429,1.048,2.793934,0.034506,2570,31.7809,8.52654,1.04505,282.796,1142,11,488.547,4.733,6016,275.6,4.1,0.09,1.55,0.07,,,"17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
270435047,3964.01,PC,PC,12.8114,0.023,27:11.3,13:54.6,1.801196,0.000185,3.23,0.861,2.478305,0.015488,2280,14.2653,9.1446,0.892622,8355.02,2663,10,1153.23,21.515,7588,212,4.09,0.09,1.99,0.07,,,"17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
269043098,3965.01,PC,PC,12.8051,0.014,23:16:23,43:18.7,4.7254,0.000116,5.016,0.324,6.883628,0.003906,6320,3.59794,17.1645,0.813668,2005.59,1864,23,870.816,12.102,7220,152.6,3.98,0.08,2.15,0.09,,,"17,18,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
262880826,3966.01,PC,APC,12.0753,0.006,01:31.4,31:59.8,3.996838,0.00014,2.959,0.331,13.547297,0.007065,12400,6.50672,11.5453,1.27376,355.535,1209,71,,,5313.6,49.6,,,1,0.11,0.416,0.047,"23,24",6/23/21,6/23/21,6/29/21 12:01,found in faint-star QLP search
256867493,3967.01,PC,PC,12.1661,0.007,06:41.6,10:09.7,4.671098,0.000129,1.391,0.34,1.292795,0.007622,1190,7.01986,6.34426,0.595214,188.029,1031,8,920.632,22.887,7211,123.1,4.14,0.09,1.79,0.08,,,"14,15,16,17,21,24",6/23/21,6/23/21,6/25/21 12:05,low SNR found in faint-star QLP search
252071095,3968.01,PC,PC,11.7345,0.006,36:35.2,08:01.2,2.21702,0.000038,1.548,0.243,2.913679,0.005393,2680,4.96691,,,168.242,1003,16,,,4656,227.3,,,,,,,"17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
252049912,3969.01,PC,PC,12.5806,0.006,34:34.5,32:29.9,3.852353,0.000071,3.968,0.253,13.734206,0.009305,12570,8.57001,,,543.437,1345,21,608.077,,5371.2,266.3,,,,,,,"17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
237221436,3970.01,PC,PC,13.3604,0.008,44:15.9,14:07.6,10.59976,0.000755,5.375,0.623,4.885933,0.00647,4490,5.95927,10.2235,,182.063,1023,16,878.69,12.865,5647,122,4.08,,1.51,,,,"14,17,18,19,20,23,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
237077180,3971.01,PC,PC,13.4642,0.015,28:22.7,56:01.2,3.22929,0.000058,2.393,0.345,9.925429,0.016869,9100,15.5372,,,,,17,,,,,,,,,,,"15,17,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
284206913,3972.01,PC,PC,10.7486,0.006,37:13.2,12:18.3,10.51135,0.00003,3.148,0.038,17.070987,0.001323,15600,1.21819,11.565,0.59272,62.8965,784,139,162.569,0.702,5908,284.9,4.54,0.09,0.92,0.05,,,24,6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search; CTOI from Olmschenk et al. (2021)
233654042,3973.01,PC,PC,13.0646,0.008,18:43.2,27:22.3,2.06118,0.000328,1.614,0.264,5.11499,0.012033,4700,11.0827,,,651.206,1407,13,701.76,,6213,415.5,,,,,-0.154,0.064,"23,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
156007004,3974.01,PC,PC,13.3926,0.006,44:56.7,37:39.9,1.792224,0.000056,1.683,0.097,20.019844,0.00581,18270,5.35104,12.696,,346.184,1201,50,467.428,3.5335,5095.7,92.4,4.47,,0.89,,0.424,0.09,"23,24",6/23/21,6/23/21,6/25/21 12:05,found in faint-star QLP search
155947004,3975.01,PC,PC,11.8993,0.006,09:13.4,42:03.2,9.425891,0.000127,2.406,0.19,4.842308,1.537677,4450,1415.25,9.65497,2.8658,76.541,824,16,135,0.3895,4507,123.7,4.64,0.1,0.67,0.05,,,"16,23,24",6/23/21,6/23/21,6/25/21 12:05,V-shaped; found in faint-star QLP search
